Epoch 1/5
Batch [100/8699], Train Loss: 0.3311, Train Acc: 0.9575
Batch [5200/8699], Train Loss: 0.0051, Train Acc: 0.9991
Batch [5300/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [5400/8699], Train Loss: 0.0050, Train Acc: 0.9991
Batch [5500/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [5600/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [5700/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [5800/8699], Train Loss: 0.0051, Train Acc: 0.9990
Batch [5900/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [6000/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [6100/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [6200/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [6300/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [6400/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [6500/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [6600/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [6700/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [6800/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [6900/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [7000/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [7100/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [7200/8699], Train Loss: 0.0054, Train Acc: 0.9990
Batch [7300/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [7400/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [7500/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [7600/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [7700/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [7800/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [7900/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [8000/8699], Train Loss: 0.0052, Train Acc: 0.9990
Batch [8100/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [8200/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [8300/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [8400/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [8500/8699], Train Loss: 0.0053, Train Acc: 0.9990
Batch [8600/8699], Train Loss: 0.0053, Train Acc: 0.9990
Train Loss: 0.0053, Train Acc: 0.9990
Test Accuracy: 0.9985
Confusion Matrix:
[[71497   148]
 [   58 67468]]
Saved the new best model to ../data/models/80_20_split/pklot_all_mobilenet.pth
Epoch time: 25.3915 minutes and 23.4884 seconds
Best Train Acc: 0.9990
Total training time: 126.81629102627436 minutes and 48.97746157646179 seconds
