cuda
Epoch 1/5
Batch [100/8699], Train Loss: 0.2829, Train Acc: 0.9645
Batch [5000/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [5100/8699], Train Loss: 0.0047, Train Acc: 0.9992
Batch [5200/8699], Train Loss: 0.0047, Train Acc: 0.9992
Batch [5300/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [5400/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [5500/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [5600/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [5700/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [5800/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [5900/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [6000/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [6100/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [6200/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [6300/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [6400/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [6500/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [6600/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [6700/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [6800/8699], Train Loss: 0.0046, Train Acc: 0.9991
Batch [6900/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [7000/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [7100/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [7200/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [7300/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [7400/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [7500/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [7600/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [7700/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [7800/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [7900/8699], Train Loss: 0.0046, Train Acc: 0.9992
Batch [8000/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [8100/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [8200/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [8300/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [8400/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [8500/8699], Train Loss: 0.0045, Train Acc: 0.9992
Batch [8600/8699], Train Loss: 0.0045, Train Acc: 0.9992
Train Loss: 0.0045, Train Acc: 0.9992
Test Accuracy: 0.9993
Confusion Matrix:
[[71775    38]
 [   63 67295]]
Saved the new best model to ../data/models/80_20_split/pklot_all_mobilenet_default.pth
Epoch time: 364.00954864819846.4f minutes and 0.5729188919067383.4f seconds
Best Train Acc: 0.9992
Total training time: 364.0095653295517 minutes and 0.5739197731018066 seconds
