Epoch 1/5
Batch [100/8699], Train Loss: 1.0668, Train Acc: 0.5147
Batch [5200/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [5300/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [5400/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [5500/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [5600/8699], Train Loss: 0.0106, Train Acc: 0.9975
Batch [5700/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [5800/8699], Train Loss: 0.0104, Train Acc: 0.9975
Batch [5900/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [6000/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [6100/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [6200/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [6300/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [6400/8699], Train Loss: 0.0106, Train Acc: 0.9975
Batch [6500/8699], Train Loss: 0.0107, Train Acc: 0.9975
Batch [6600/8699], Train Loss: 0.0106, Train Acc: 0.9975
Batch [6700/8699], Train Loss: 0.0106, Train Acc: 0.9975
Batch [6800/8699], Train Loss: 0.0106, Train Acc: 0.9975
Batch [6900/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [7000/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [7100/8699], Train Loss: 0.0106, Train Acc: 0.9975
Batch [7200/8699], Train Loss: 0.0106, Train Acc: 0.9975
Batch [7300/8699], Train Loss: 0.0106, Train Acc: 0.9975
Batch [7400/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [7500/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [7600/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [7700/8699], Train Loss: 0.0104, Train Acc: 0.9975
Batch [7800/8699], Train Loss: 0.0104, Train Acc: 0.9975
Batch [7900/8699], Train Loss: 0.0104, Train Acc: 0.9975
Batch [8000/8699], Train Loss: 0.0104, Train Acc: 0.9975
Batch [8100/8699], Train Loss: 0.0104, Train Acc: 0.9975
Batch [8200/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [8300/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [8400/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [8500/8699], Train Loss: 0.0105, Train Acc: 0.9975
Batch [8600/8699], Train Loss: 0.0105, Train Acc: 0.9975
Train Loss: 0.0105, Train Acc: 0.9975
Test Accuracy: 0.9977
Confusion Matrix:
[[71750   199]
 [  126 67096]]
Saved the new best model to ../data/models/80_20_split/pklot_all_squeezenet.pth
Epoch time: 21.8750 minutes and 52.5029 seconds
Best Train Acc: 0.9975
Total training time: 117.46499240795771 minutes and 27.89954447746277 seconds
