Epoch 1/5
Batch [100/8699], Train Loss: 0.9857, Train Acc: 0.4920
Batch [5200/8699], Train Loss: 0.1445, Train Acc: 0.9080
Batch [5300/8699], Train Loss: 0.1428, Train Acc: 0.9095
Batch [5400/8699], Train Loss: 0.1409, Train Acc: 0.9109
Batch [5500/8699], Train Loss: 0.1392, Train Acc: 0.9123
Batch [5600/8699], Train Loss: 0.1374, Train Acc: 0.9137
Batch [5700/8699], Train Loss: 0.1356, Train Acc: 0.9150
Batch [5800/8699], Train Loss: 0.1339, Train Acc: 0.9163
Batch [5900/8699], Train Loss: 0.1323, Train Acc: 0.9176
Batch [6000/8699], Train Loss: 0.1308, Train Acc: 0.9187
Batch [6100/8699], Train Loss: 0.1294, Train Acc: 0.9199
Batch [6200/8699], Train Loss: 0.1277, Train Acc: 0.9210
Batch [6300/8699], Train Loss: 0.1263, Train Acc: 0.9221
Batch [6400/8699], Train Loss: 0.1249, Train Acc: 0.9231
Batch [6500/8699], Train Loss: 0.1235, Train Acc: 0.9242
Batch [6600/8699], Train Loss: 0.1222, Train Acc: 0.9251
Batch [6700/8699], Train Loss: 0.1209, Train Acc: 0.9261
Batch [6800/8699], Train Loss: 0.1196, Train Acc: 0.9271
Batch [6900/8699], Train Loss: 0.1182, Train Acc: 0.9280
Batch [7000/8699], Train Loss: 0.1169, Train Acc: 0.9289
Batch [7100/8699], Train Loss: 0.1161, Train Acc: 0.9297
Batch [7200/8699], Train Loss: 0.1149, Train Acc: 0.9305
Batch [7300/8699], Train Loss: 0.1138, Train Acc: 0.9313
Batch [7400/8699], Train Loss: 0.1126, Train Acc: 0.9321
Batch [7500/8699], Train Loss: 0.1115, Train Acc: 0.9329
Batch [7600/8699], Train Loss: 0.1107, Train Acc: 0.9336
Batch [7700/8699], Train Loss: 0.1099, Train Acc: 0.9343
Batch [7800/8699], Train Loss: 0.1089, Train Acc: 0.9350
Batch [7900/8699], Train Loss: 0.1079, Train Acc: 0.9357
Batch [8000/8699], Train Loss: 0.1069, Train Acc: 0.9364
Batch [8100/8699], Train Loss: 0.1059, Train Acc: 0.9371
Batch [8200/8699], Train Loss: 0.1050, Train Acc: 0.9378
Batch [8300/8699], Train Loss: 0.1041, Train Acc: 0.9384
Batch [8400/8699], Train Loss: 0.1032, Train Acc: 0.9391
Batch [8500/8699], Train Loss: 0.1023, Train Acc: 0.9397
Batch [8600/8699], Train Loss: 0.1015, Train Acc: 0.9403
Train Loss: 0.1007, Train Acc: 0.9408
Test Accuracy: 0.9950
Confusion Matrix:
[[71201   482]
 [  215 67273]]
Epoch time: 12.5338 minutes and 32.0265 seconds
Best Train Acc: 0.9964
Total training time: 60.579650004704796 minutes and 34.7790002822876 seconds
